"Kingdom","Phylum","Class","Order","Family","Genus","Species"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Lysinibacillus",NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Janthinobacterium","lividum"
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Blvii28",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira",NA
"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Rahnella","aquatilis"
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","tyrobutyricum"
"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Pelosinus",NA
"Bacteria","Cyanobacteria","Chloroplast","Stramenopiles",NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"Bacteria","Cyanobacteria","Chloroplast","Stramenopiles",NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax","paradoxus"
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas",NA
"Bacteria","Firmicutes","Bacilli","Bacillales","[Exiguobacteraceae]","Exiguobacterium",NA
"Bacteria","Cyanobacteria","Chloroplast",NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria",NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae",NA,NA
"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae",NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Balneimonas",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Pelosinus",NA
"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Chryseobacterium",NA
"Bacteria","Firmicutes","Bacilli","Bacillales","[Exiguobacteraceae]","Exiguobacterium",NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA,NA
"Bacteria","Cyanobacteria","Chloroplast","Stramenopiles",NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","vesicularis"
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Bacillales","[Exiguobacteraceae]","Exiguobacterium",NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Bacillales","[Exiguobacteraceae]","Exiguobacterium",NA
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas",NA
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae",NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Cyanobacteria","Chloroplast","Cryptophyta",NA,NA,NA
"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Paludibacter",NA
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Paludibacter",NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas",NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","johnsonii"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Yersinia",NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Pelosinus",NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","faecium"
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NA
"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","viridiflava"
"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","succinicans"
"Bacteria","Firmicutes","Clostridia","Clostridiales","[Mogibacteriaceae]","Anaerovorax",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","viridiflava"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Cellulomonadaceae",NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae",NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Cyanobacteria","Chloroplast",NA,NA,NA,NA
"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacterium",NA
"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Cyanobacteria","Chloroplast","Stramenopiles",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae",NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae",NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","butyricum"
"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","[Mogibacteriaceae]","Anaerovorax",NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Aurantimonadaceae",NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Pelosinus",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Epulopiscium",NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Bacteroidetes",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae",NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus",NA
"Bacteria","Cyanobacteria","Chloroplast","Stramenopiles",NA,NA,NA
"Bacteria","Cyanobacteria","Chloroplast","Cryptophyta",NA,NA,NA
"Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Janthinobacterium",NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Pelosinus",NA
"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae",NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Rahnella","aquatilis"
"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus",NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Chryseobacterium",NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Blvii28",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",NA
"Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus",NA
"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium",NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter",NA
"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Microlunatus","panaciterrae"
"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Ralstonia",NA
"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","[Tissierellaceae]","Sedimentibacter",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","tyrobutyricum"
"Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Dechloromonas",NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium","acnes"
"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"Bacteria","Firmicutes","Bacilli","Bacillales","[Exiguobacteraceae]","Exiguobacterium",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas",NA
"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax","paradoxus"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Cyanobacteria","Chloroplast","Stramenopiles",NA,NA,NA
"Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","Deferribacteraceae","Mucispirillum","schaedleri"
"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","succinicans"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Pelosinus",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Pelosinus",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","butyricum"
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales",NA,NA,NA
"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Chryseobacterium",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria",NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae",NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","[Tissierellaceae]","Finegoldia",NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Cyanobacteria","Chloroplast","Cryptophyta",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Megamonas","hypermegale"
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas",NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae",NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Blvii28",NA
"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Clostridium","hungatei"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Sporomusa","polytropa"
"Bacteria","Firmicutes","Clostridia","Clostridiales","[Acidaminobacteraceae]","Fusibacter",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus",NA
"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Bacteroidetes",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Janthinobacterium","lividum"
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","faecium"
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae",NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Serratia",NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","succinicans"
"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Deefgea",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae",NA,NA
"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae",NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus",NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas",NA
"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",NA
"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Eudoraea","adriatica"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Serratia",NA
"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Eudoraea","adriatica"
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",NA
"Bacteria","Cyanobacteria","Chloroplast","Stramenopiles",NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Dysgonomonas",NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Chryseobacterium",NA
"Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","BD7-3",NA,NA,NA
"Bacteria","Acidobacteria","Solibacteres","Solibacterales","Solibacteraceae","Candidatus Solibacter",NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Acidobacteria","TM1",NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","marcusii"
"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Dechloromonas",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae",NA,NA
