"Kingdom","Phylum","Class","Order","Family","Genus","Species"
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Serratia","fonticola"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Serratia","fonticola"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas",NA
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Blvii28",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"Bacteria","Bacteroidetes",NA,NA,NA,NA,NA
"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","faecium"
"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",NA
"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Mycetocola",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria",NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae",NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Chryseobacterium",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter",NA
"Bacteria","Cyanobacteria","Chloroplast","Stramenopiles",NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]",NA,NA
"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Gaetbulibacter","marinus"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Cyanobacteria","Chloroplast","Stramenopiles",NA,NA,NA
"Bacteria","Tenericutes","Mollicutes","RF39",NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Bacteroidetes",NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Chryseobacterium",NA
"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae",NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae",NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Clostridium",NA
"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae",NA,NA
"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","oryzae"
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"Bacteria","Cyanobacteria","Chloroplast","Stramenopiles",NA,NA,NA
"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales",NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Janthinobacterium","lividum"
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Chryseobacterium",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Delftia",NA
"Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Serratia","fonticola"
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas",NA
"Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales",NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"Bacteria","Bacteroidetes",NA,NA,NA,NA,NA
"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Chryseobacterium",NA
"Bacteria","OD1","ZB2",NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Eudoraea","adriatica"
"Bacteria","Cyanobacteria","Chloroplast","Stramenopiles",NA,NA,NA
"Bacteria","Tenericutes","Mollicutes","RF39",NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Dysgonomonas",NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Vagococcus","salmoninarum"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Dysgonomonas",NA
"Bacteria","Cyanobacteria","4C0d-2","MLE1-12",NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"Bacteria","Firmicutes",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae",NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria",NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria",NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae",NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae",NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Bacillales","[Exiguobacteraceae]","Exiguobacterium",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae",NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria",NA,NA
"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","faecium"
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Dysgonomonas",NA
"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","oryzae"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales",NA,NA,NA
"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae",NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales",NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Cyanobacteria","Chloroplast","Chlorophyta","Mamiellaceae",NA,NA
"Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria",NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae",NA,NA
"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Chryseobacterium",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria",NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria",NA,NA
"Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales",NA,NA,NA
"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia",NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales",NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales",NA,NA,NA
"Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales",NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Janthinobacterium","lividum"
"Bacteria","Bacteroidetes",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","pacificensis"
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Serratia",NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae",NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola",NA
"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Chryseobacterium",NA
"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Delftia",NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]",NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Serratia",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Serratia","fonticola"
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas",NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Vagococcus","salmoninarum"
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas",NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae",NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","marcusii"
"Bacteria","Bacteroidetes","Cytophagia","Cytophagales",NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria",NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria",NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria",NA,NA
"Unassigned",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae",NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria",NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria",NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria",NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Chromobacterium",NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","OD1",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas",NA
"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
